Author,Date,Text,Retweet?,Polarity_SW,Polarity_NSW,User Location,User_Follower_Count,Longitude,Latitude
queensbriane,2019-12-12 12:42:05,"support Articles Impeachment us, constitution requires us",True,0.0,0.0,"Long Island City, Queens",88,,
OPMpaul,2019-12-12 12:42:05,"fastest, weakest, thinnest, PAISAN impeachment American presidential history. impeachmentDebate",True,0.25,0.0,"Iowa City, IA",3416,,
SilverFoxwjr,2019-12-12 12:42:05,"Impeachment become reflexive Dems. theyve wanted along. Impeachment passion, drug,",True,0.0,0.0,,386,,
RussellDeanSto1,2019-12-12 12:42:05,". rather shocking Democrats built impeachment articles mere hearsay, speculation,",True,-0.75,-0.75,southeast,7062,,
TheTwitmo,2019-12-12 12:42:06,"Democrat Alabama watching Brett Kavanaugh hearings, disgusting thing I've seen. Now,",True,-0.25,-1.0,,78,,
KihnMike,2019-12-12 12:42:06,"historic markup articles impeachment, charging Trump, pundits said would happen; Speaker",True,0.0,0.0,"Philadelphia, PA",545,,
SamValance,2019-12-12 12:42:06,SeenAndUnseen tonight. We'll cover Time's Person Year make picks; show si,True,0.6,0.0,"Massachusetts, USA",11293,,
conserChristian,2019-12-12 12:42:06,lot moderate Dems recognize political loser impeachment is. They're encouraging leadersh,True,0.0,0.0,,131,,
concho1966,2019-12-12 12:42:06,"Hey I'm sorry jobs you, Abuse Power Article Impeachment Nixon. Thi",True,-0.5,-0.5,florida,1599,,
EmmaMarvin4,2019-12-12 12:42:06,"Nah. cult. looks like one, walks like one quacks like one.",True,0.0,0.0,,671,,
UwUDonawdTwump,2019-12-12 12:42:06,Dewe awe wot myodewate Dems wecognize powiticaw wosew impeachment is. Dey'we encouwaging ffeiw weadewsh,True,0.0,0.0,,5,,
krisharnack79,2019-12-12 12:42:06,"guttenberg Exactly right ,THE PRESIDENT SMOKING GUN.",True,0.2857142857142857,0.2857142857142857,"Buffalo, NY",7574,,
fortressfin,2019-12-12 12:42:06,Bipartisan opposition impeachment.,True,0.0,0.0,USA! No DM scams!,78571,,
politicurm,2019-12-12 12:42:06,Trump bringing People Swamp People know Swamp Rats Trump knows People,False,0.5,0.0,"Ft.Lauderdale, FL",202,,
Mahesh1067,2019-12-12 12:42:06,MoscowMitch way much power unpopular guy Kentucky.,True,0.2,0.2,"Malaga, Spain",2897,,
MVL99,2019-12-12 12:42:06,impeachment ?? Please vote retweet spread poll Thanks EV,True,0.2,0.2,,230,,
Murphy_M_R,2019-12-12 12:42:06,public servants Trump smeared 'traitors' 'human scum' Time magazine's 2019 'Guardians Year' https,True,-0.09999999999999999,-0.09999999999999999,London,733,,
boxcarmurphy,2019-12-12 12:42:06,Impeachment enough. Removal office enough. Prison must final outcome. crimes committed demand it.,False,0.0,0.0,,730,,
R37456681Rivera,2019-12-12 12:42:07,think would never find out?,True,0.0,0.0,"Tyler, TX",43,,
RMcgouldrick,2019-12-12 12:42:07,"Impeachment become reflexive Dems. theyve wanted along. Impeachment passion, drug,",True,0.0,0.0,,130,,
CiraVO,2019-12-12 12:42:07,"Impeachment become reflexive Dems. theyve wanted along. Impeachment passion, drug,",True,0.0,0.0,,5941,,
FelixSarconaIT,2019-12-12 12:42:07,New Poll Majority Americans Oppose Impeachment,True,0.13636363636363635,0.13636363636363635,,3,,
58Thomas,2019-12-12 12:42:07,lot moderate Dems recognize political loser impeachment is. They're encouraging leadersh,True,0.0,0.0,"Virginia, USA",73,,
jlrjrtx,2019-12-12 12:42:07,"Talk, talk, talk consequences That's DC",True,0.0,0.0,"Texas, USA",6846,,
CranstonMalcolm,2019-12-12 12:42:07,New Polls Say Americans Oppose Impeachment. nothing wrong. first Impeach,True,0.09659090909090909,-0.03787878787878788,United States,2425,,
DanielP28086325,2019-12-12 12:42:07,lcox Pelosi summit admitted impeach process Trump going 2 1/2 years. Pelosi asked,True,0.0,0.0,"Texas, USA",3887,,
luckynosh,2019-12-12 12:42:07,Yikes. Truly disgusting even standards weve seen Democrats lately.,True,-0.65,-0.65,,193,,
Theocharles,2019-12-12 12:42:07,lot moderate Dems recognize political loser impeachment is. They're encouraging leadersh,True,0.0,0.0,,18,,
Amor_Virtus,2019-12-12 12:42:07,significant impeachment US history given Trumps abuse power assault American demo,False,0.2916666666666667,0.1875,,6,,
HOTTIEIRTEZA,2019-12-12 12:42:07,"Jordan again. afternoon 445, Democrats said Republicans must submit amendments ridiculous impeachme",True,-0.3333333333333333,-0.3333333333333333,,152,,
rreth10,2019-12-12 12:42:07,New Polls Say Americans Oppose Impeachment. nothing wrong. first Impeach,True,0.09659090909090909,-0.03787878787878788,,3518,,
mei_ela,2019-12-12 12:42:07,Zero evidence law broken. Theyre even alleging law broken. abuse Const,True,-0.4,-0.4,,366,,
junkfeld,2019-12-12 12:42:08,"Impeachment become reflexive Dems. theyve wanted along. Impeachment passion, drug,",True,0.0,0.0,"Bradenton Beach, FL",2263,,
bobwoodbury,2019-12-12 12:42:08,"explains, GOP marketing opposition ImpeachmentHearings yelling. lot. Research f",True,0.0,0.0,"Central Square, Cambridge -now",455,,
ABCHAMP11,2019-12-12 12:42:08,Lawmakers debate articles impeachment night YouTubeimpeachmentinquiry,False,0.0,0.0,,110,,
Daryl7tsskid,2019-12-12 12:42:08,lot moderate Dems recognize political loser impeachment is. They're encouraging leadersh,True,0.0,0.0,,30,,
FemmeNatale89,2019-12-12 12:42:08,Tax evasion? Al Capone,True,0.0,0.0,,1645,,
CharlesJHernan2,2019-12-12 12:42:08,"Lindy, dont mention Trumps fascist GOP you, claim bias &amp; deep state coup expos",False,0.0,0.0,"New York, USA",2644,,
capeannsky,2019-12-12 12:42:08,hiding?,False,0.0,0.0,,1955,,
V_actually,2019-12-12 12:42:08,"Public opinion poll shows Congress Approval Rating 9 bipartisan vote impeachment, Yet bipartisan support end",True,0.0,0.0,Rent Free In Liberals Heads,42583,,
MairzyMurter,2019-12-12 12:42:08,Impeach President Donald Trump impeach,True,0.0,0.0,"Pennsylvania, USA",1151,,
tonystubbstn,2019-12-12 12:42:08,New Polls Say Americans Oppose Impeachment. nothing wrong. first Impeach,True,0.09659090909090909,-0.03787878787878788,,65,,
DanRadovich,2019-12-12 12:42:08,Another great column John Kass. time Schiff held accountable pompous statements acti,False,0.8,0.8,Chicago area,240,,
Sugarmagz,2019-12-12 12:42:08,"Impeachment become reflexive Dems. theyve wanted along. Impeachment passion, drug,",True,0.0,0.0,USA,1326,,
LaurieKafka,2019-12-12 12:42:08,Everyone's talking impeachment Clinton &amp; Johnson presidents ever impeached. people,True,0.25,0.0,,1067,,
LatimerBrett,2019-12-12 12:42:08,"fastest, weakest, thinnest, PAISAN impeachment American presidential history. impeachmentDebate",True,0.25,0.0,"Philadelphia, MS",617,,
enidlogan,2019-12-12 12:42:08,"hadnt done crime, wouldnt need whine. Sad",True,-0.5,-0.5,"Bethlehem, Pa.",458,,
P_mathers,2019-12-12 12:42:09,"Democrats claiming leave picking president voters, imporant trust you. Nadler says",True,0.0,0.0,"Nunya, Business",76,,
mrstthomps63,2019-12-12 12:42:09,Patriots Time Yet Demand Voices Heard Call &amp; Demand Represent People &amp; Support,True,0.0,0.0,"Indiana, USA",1948,,
HelgaValinski,2019-12-12 12:42:09,Let's go everyone. moment. signed up?,False,0.0,0.0,"Chicago, IL",3638,,
MN_Deplorable,2019-12-12 12:42:06,EllieBrown simultaneously horrified &amp; sickened 4 Republic. also supremely pissed off. audacity sedit,True,0.0,0.0,"Minnesota, USA",3516,,
GenKnoxx,2019-12-12 12:42:06,complicated.,False,-0.5,-0.5,My Party party HQ,3282,,
KCnLA,2019-12-12 12:42:09,"fastest, weakest, thinnest, PAISAN impeachment American presidential history. impeachmentDebate",True,0.25,0.0,"SoCal, CA",8461,,
amybuchwald,2019-12-12 12:42:08,"Bunch BIG NEWS Many people asking months what's issue, tonight proudly announce...",True,0.43333333333333335,0.43333333333333335,,1649,,
vicky_vglend,2019-12-12 12:42:09,"Want inside look impeachment? Watch former Chairman Mark Meadows details content, process,",True,0.0,0.0,,541,,
ericrataj,2019-12-12 12:42:09,lot moderate Dems recognize political loser impeachment is. They're encouraging leadersh,True,0.0,0.0,,1432,,
kwalkc,2019-12-12 12:42:09,Everyone's talking impeachment Clinton &amp; Johnson presidents ever impeached. people,True,0.25,0.0,"Texas, USA",4120,,
zannazyu,2019-12-12 12:42:09,"Impeachment become reflexive Dems. theyve wanted along. Impeachment passion, drug,",True,0.0,0.0,,69,,
Dogtrainer30,2019-12-12 12:42:09,Democrat Rep. Abigail Spanberger Virginia getting grilled impeachment hoax... language warning,True,0.0,0.0,,112,,
mensa2015,2019-12-12 12:42:09,Republicans turning impeachment carnival could cost | Geoffrey Kabaservice,True,0.0,0.0,"Aurora, Ontario",379,,
RMcgouldrick,2019-12-12 12:42:09,"fastest, weakest, thinnest, PAISAN impeachment American presidential history. impeachmentDebate",True,0.25,0.0,,130,,
MsContrarianSci,2019-12-12 12:42:09,lot moderate Dems recognize political loser impeachment is. They're encouraging leadersh,True,0.0,0.0,North America,7709,,
RealWendyTeresa,2019-12-12 12:42:09,Trump impeachment hearings,True,0.0,0.0,Sunshine & Happiness,15865,,
cheech48310500,2019-12-12 12:42:09,folks. watershed moment Donald Trumps impeachment courtesy Preside,True,0.0,0.0,United States,22,,
jesusiturrald10,2019-12-12 12:42:09,BREAKING Senate Majority Leader Mitch McConnell planning hold vote acquit President Trump rather vote,True,0.0,0.0,,318,,
melbellegardens,2019-12-12 12:42:09,ForJustice Republicans RUSHING IMPEACHMENT Dems Well,False,-0.125,0.0,"Connecticut, USA",45,,
Kate97417476,2019-12-12 12:42:10,specious argument. New evidence may introduced impeachment trial,True,0.13636363636363635,0.13636363636363635,,159,,
JimmyEd5,2019-12-12 12:42:10,New Polls Say Americans Oppose Impeachment. nothing wrong. first Impeach,True,0.09659090909090909,-0.03787878787878788,,4095,,
BethicaLoney,2019-12-12 12:42:10,KAG Impeachment Trump Bribery NOPE Extortion NOPE Collusion NOPE Obstruction NOPE Conspiracy NOPE Abuse,True,0.0,0.0,"Indiana, USA",28463,,
EthanMercier1,2019-12-12 12:42:10,". quickest, thinnest, weakest, partisan impeachment American presidential histo",True,0.25,0.0,,41,,
Kabimbels71,2019-12-12 12:42:10,"President knew exactly getting into. willingly us. patriots go, he's top",True,0.3333333333333333,0.3333333333333333,"Northeast PA/Broad Channel, NY",12755,,
danadkinson,2019-12-12 12:42:10,I'm rattling anything deny talking,False,0.0,0.0,anywhere but a city,42,,
MAGAmang,2019-12-12 12:42:10,"Either way, impeachment ends there. DemocRATS cry next???",False,0.0,0.0,"Manchester, NH",163,,
Slim_Jim57,2019-12-12 12:42:10,"dislike us much willing weaponize government. years ago, IRS. recent",True,0.15,0.125,"Seattle, WA",3634,,
tbattag05,2019-12-12 12:42:10,lot moderate Dems recognize political loser impeachment is. They're encouraging leadersh,True,0.0,0.0,,1682,,
BritishRaider69,2019-12-12 12:42:10,Kurt Schaefer issued statement yesterday saying supports impeachment.,False,0.0,0.0,"Dallas, TX",4294,,
MsMaryBee4Trump,2019-12-12 12:42:10,"Alice Wonderland Impeachment Verdict First, Evidence Never. wild abuse power PelosiSchiff attacks",True,0.175,0.1,"Pennsylvania, USA",362,,
damichm,2019-12-12 12:42:10,impossible CNN claim theyre *not* propaganda network refusing air IG report aired eve,True,-0.1722222222222222,-0.1722222222222222,,664,,
mccnv1,2019-12-12 12:42:10,"Republican defense Trump impeachment inquiry, Jon Meacham asks, become monarchists? Cause",True,0.0,0.0,"Carson City, NV",238,,
shadabmalik5786,2019-12-12 12:42:10,Democratic Rep. David Cicilline says still holds hope Republican colleagues may break rank vote article,True,-0.5,-0.8,"New Delhi, India",162,,
CranstonMalcolm,2019-12-12 12:42:10,America sees impeachment dems cannot accept results 2016 ele,True,0.0,0.0,United States,2425,,
MarciaHagner,2019-12-12 12:42:10,Impeachment Democrats enacted corrupt planned Schumer Six ways Sunday threat COUP,False,-0.5,-0.5,,295,,
drhrose,2019-12-12 12:42:10,Impeachment coverup Spygate. Dems complicit scandal. Investigating Ukrainian interference 2016 cu,True,0.0,0.0,,3515,,
LauraWalkerKC,2019-12-12 12:42:10,Cheeto Jesus totally sweating looming impeachment. He's like 20th flush already morning. Whew.,False,0.0,0.0,Inherent Contempt,11605,,
stace2016,2019-12-12 12:42:11,"Democrat Alabama watching Brett Kavanaugh hearings, disgusting thing I've seen. Now,",True,-0.25,-1.0,57/70 meet somewhere in ill.,1361,,
justanothersme1,2019-12-12 12:42:11,lot moderate Dems recognize political loser impeachment is. They're encouraging leadersh,True,0.0,0.0,,2919,,
LeighMike87,2019-12-12 12:42:11,SCOOP Pences counsel tells Schiff late tonight serves purpose declassify Jennifer Williams supplemental,True,-0.3,-0.3,,434,,
shasmull,2019-12-12 12:42:11,one cares impeachment. Major media outlets even polling it. Stocks ignoring it. China ignorin,True,0.0625,0.0625,,264,,
NancyDPage,2019-12-12 12:42:11,Jim Jordan Louie Gohmert visibly dying laughter Lou Correa rants impeachment,True,0.0,0.0,"North Carolina, USA",2324,,
Dina26906734,2019-12-12 12:42:11,FLOOD PHONE LINES sure call congressional representative express outrage sham impeachment,True,0.15,0.15,,30,,
KimKriz1,2019-12-12 12:42:11,Raise hand support Louie Gohmert naming fake whistleblower Eric Ciaramella sham impeach,True,-0.35,-0.35,"West Henrietta, NY",10753,,
CactusFlower_1,2019-12-12 12:42:11,"New polls show beating Dem candidates battleground states, show majority oppose Impeachment...",True,0.13636363636363635,0.13636363636363635,USA,23252,,
patriot_pacific,2019-12-12 12:42:11,lot moderate Dems recognize political loser impeachment is. They're encouraging leadersh,True,0.0,0.0,,6133,,
hurlgirl,2019-12-12 12:42:11,Trump ponders hiring friend Jeffrey Epsteins old lawyer.,True,0.1,0.1,"Nashville, TN",3337,,
ainokea_tweet,2019-12-12 12:42:11,"fastest, weakest, thinnest, PAISAN impeachment American presidential history. impeachmentDebate",True,0.25,0.0,,129,,
KGalliah,2019-12-12 12:42:11,better see papers Trump held actual phone call entirety expect,False,0.25,0.25,,61,,
robplantcity,2019-12-12 12:42:11,can't speak Trumpers successful entertaining President long life Th,False,0.425,0.39999999999999997,"Florida, USA",113,,
Pamjd219,2019-12-12 12:42:11,backfire vote Dems out.,True,0.0,0.0,,1656,,
cloudonamountan,2019-12-12 12:42:11,WATCH Jordan destroys Dems' impeachment sham. comes Dems never accepted results,True,-0.1777777777777778,-0.2,"New Mexico, USA",114,,
5thdeg,2019-12-12 12:42:11,New Polls Say Americans Oppose Impeachment. nothing wrong. first Impeach,True,0.09659090909090909,-0.03787878787878788,,68,,
bill_farinholt,2019-12-12 12:42:11,lot moderate Dems recognize political loser impeachment is. They're encouraging leadersh,True,0.0,0.0,"Virginia, USA",55,,
bduritsky,2019-12-12 12:42:11,vote Articles Impeachment President Donald Trump. vote impeach vote,True,0.0,0.0,"toledo, ohio",398,,
Pd0czsIyec2Bp5P,2019-12-12 12:42:12,New Polls Say Americans Oppose Impeachment. nothing wrong. first Impeach,True,0.09659090909090909,-0.03787878787878788,,1,,
gayledeann,2019-12-12 12:42:12,"asked Trump might withheld information Congress, 35 say 'legitimate reasons' 53 say",True,0.0,0.0,"Steilacoom, WA",37,,
MaryHal36056801,2019-12-12 12:42:12,"garbo years impeachment, sit prison cell he'll still think owns world. delusio",True,0.0,0.0,,6,,
ChrisJimmerson,2019-12-12 12:42:12,public servants Trump smeared 'traitors' 'human scum' Time magazine's 2019 'Guardians Year',False,-0.09999999999999999,-0.09999999999999999,"Austin, TX",297,,
adtea,2019-12-12 12:42:12,Senate Republicans look hold short impeachment trial despite Trumps desire aggressive defense,False,0.0,0.0,,2564,,
wrcook7,2019-12-12 12:42:12,EXCLUSIVE Senate Repubs say there's consensus building w/in ranks short impeachment trial could see,True,0.0,0.0,,71,,
MM41592356,2019-12-12 12:42:12,lot moderate Dems recognize political loser impeachment is. They're encouraging leadersh,True,0.0,0.0,United States,2859,,
steelwabbit,2019-12-12 12:42:12,lot moderate Dems recognize political loser impeachment is. They're encouraging leadersh,True,0.0,0.0,,1394,,
soniaerasmus,2019-12-12 12:42:12,lot moderate Dems recognize political loser impeachment is. They're encouraging leadersh,True,0.0,0.0,,12693,,
MaryKateClark,2019-12-12 12:42:12,"Nah. cult. looks like one, walks like one quacks like one.",True,0.0,0.0,USA,1884,,
chickadeemae,2019-12-12 12:42:12,lot moderate Dems recognize political loser impeachment is. They're encouraging leadersh,True,0.0,0.0,,216,,
MAGA10x100,2019-12-12 12:42:12,lot moderate Dems recognize political loser impeachment is. They're encouraging leadersh,True,0.0,0.0,USA,10459,,
pamonfifth,2019-12-12 12:42:12,"would need assert Executive Privilege, ? coconspirator?",True,0.0,0.0,"New York, NY",85,,
MichaelSFallon,2019-12-12 12:42:12,Milano Protests organized 50 states night Trumps impeachment. Raise hand youre going joi,True,0.0,0.0,,1992,,
GregoryRJones3,2019-12-12 12:42:12,love Nothing Dems never stop BS ALWAYS get called it.. bullish,True,0.5,0.5,,437,,
bblakeneysr,2019-12-12 12:42:12,"Moderates vote impeachment save face constituents one thing, vote aga",False,0.0,0.0,,28,,
QuiltnNana,2019-12-12 12:42:12,FLOOD PHONE LINES sure call congressional representative express outrage sham impeachment,True,0.15,0.15,,1206,,
